minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
2,17,1.01,1,68,33
7,15,1.12,2,131,80
3,19,0.29,4,350,185
1,150,3.53,13,75,80
2,30,0.56,1,173,83
30,55,1.51,8,336,338
4,136,3.03,1,69,89
30,208,2.44,1,311,160
1,3,0.13,2,66,150
1,2,0.09,1,0,60
1,12,4.86,1,169,91
2,75,1.65,1,89,33
2,62,1.45,3,257,170
2,139,1.76,3,361,70
30,100,3.42,4,168,46
5,2,0.09,25,47,650
30,8,0.09,22,286,107
3,6,1.31,4,226,125
2,50,2.09,3,61,85
2,49,3.01,2,0,89
7,3,0.14,86,160,969
5,38,1.2,2,136,285
30,23,0.86,2,0,100
1,6,1.05,2,0,65
1,31,0.94,142,365,91
2,1,0.1,30,365,224
2,25,2.95,1,338,105
31,119,1.92,1,148,149
3,125,2.42,2,333,300
2,3,0.94,3,177,459
30,1,0.08,5,364,55
5,2,0.05,2,89,80
2,2,0.18,1,171,550
1,98,4.21,6,53,350
1,272,6.35,1,245,113
1,401,7.63,1,0,35
5,73,1.19,2,0,42
7,142,3.21,4,26,42
7,152,1.87,2,345,135
91,202,3.15,1,365,200
2,11,0.47,2,0,1088
7,27,0.84,3,123,166
2,25,0.27,1,365,100
2,42,2.49,1,169,150
3,106,2.57,8,246,90
2,38,4.45,1,135,399
2,15,0.14,1,365,111
60,10,0.11,1,125,229
10,105,2.01,1,154,210
1,97,5.83,21,212,92
30,142,2.59,22,322,269
6,2,0.26,11,231,250
5,19,1.83,15,63,60
2,13,3.39,3,336,250
3,5,0.08,1,0,145
30,1,0.63,2,319,40
2,124,2.9,5,341,323
3,1,1.0,11,77,679
2,1,0.11,1,23,85
3,15,0.29,78,362,300
3,64,2.15,2,0,45
20,39,1.05,1,88,799
3,2,0.29,63,71,32
2,82,1.42,2,250,40
4,2,0.08,1,0,49
2,52,0.78,2,282,995
1,80,3.9,4,29,31
1,1,0.03,1,0,95
7,4,0.1,2,0,198
1,33,2.27,1,0,99
5,6,0.23,2,90,106
1,143,1.45,6,349,78
3,30,2.23,1,0,199
2,15,0.5,48,200,195
1,125,4.06,1,51,99
4,31,1.77,17,0,129
1,136,5.22,3,335,143
1,90,2.87,8,321,95
30,9,0.11,2,363,149
2,2,0.44,3,99,52
3,102,1.88,1,0,281
3,20,0.97,4,145,119
30,33,0.34,1,0,97
1,48,1.5,1,0,60
2,30,2.29,8,0,299
1,31,1.29,2,117,85
2,6,0.91,27,338,300
30,86,0.99,5,364,150
7,1,1.0,1,363,514
3,15,0.31,5,110,225
2,1,1.0,14,173,155
1,1,0.02,2,0,755
1,355,4.9,1,317,275
1,44,1.46,1,269,90
3,4,1.01,1,247,271
2,25,1.16,1,170,200
1,1,1.0,16,78,160
2,41,2.59,1,37,80
2,32,1.82,2,355,279
2,217,2.68,1,242,100
2,92,1.77,4,341,167
2,28,2.03,1,167,100
7,1,0.02,1,0,46
2,8,0.96,1,0,60
1,22,0.48,15,320,79
30,82,6.42,1,10,330
2,8,1.09,2,149,25
3,274,3.21,1,128,75
3,107,2.7,1,347,218
3,1,0.02,1,261,100
28,32,1.28,1,0,29
6,3,0.11,1,0,200
3,157,1.93,1,357,95
3,8,0.34,1,0,269
6,1,0.04,1,0,250
1,67,1.73,1,85,70
13,1,0.3,3,365,88
1,10,1.24,1,343,204
1,1,0.19,52,74,160
1,12,1.32,1,145,100
5,6,0.23,1,0,150
1,14,1.08,53,29,45
3,6,0.38,1,0,130
30,11,0.8,4,59,140
3,1,0.13,79,0,200
1,221,6.7,3,292,160
12,4,0.14,2,0,80
2,2,0.22,1,284,241
30,63,1.8,1,92,49
4,73,1.12,2,0,40
1,2,0.04,1,0,80
5,19,1.64,2,185,175
30,98,1.01,10,313,75
4,32,0.7,3,238,725
30,2,0.03,1,0,1000
20,41,0.35,1,171,80
2,9,1.29,2,265,65
1,2,0.06,40,286,103
31,21,0.95,2,84,89
30,2,0.09,1,0,90
5,7,0.09,3,119,315
3,269,4.51,1,179,99
1,5,0.62,31,54,276
1,18,2.16,1,69,35
30,3,0.05,5,365,75
30,6,0.15,1,179,233
1,5,2.54,23,152,10000
2,67,3.05,2,162,390
5,178,4.05,2,354,176
30,54,1.26,22,365,239
2,72,1.22,1,317,640
1,1,0.16,45,214,148
2,11,0.19,1,0,79
2,801,6.48,1,146,70
1,1,0.1,1,179,45
1,43,1.51,1,0,55
28,3,0.08,1,233,400
1,94,5.26,1,48,52
30,28,0.96,1,344,136
2,11,0.83,3,318,240
30,13,0.22,2,363,70
7,7,0.18,1,0,150
2,26,0.37,1,364,98
1,81,5.39,3,0,275
30,6,0.12,52,344,99
30,1,0.08,23,357,49
30,218,2.12,1,362,115
2,66,0.8,3,328,364
5,118,2.22,1,142,306
2,128,3.17,1,31,100
3,11,0.46,1,0,800
30,82,2.13,1,0,99
1,34,0.96,1,68,75
1,4,0.9,6,338,35
30,29,0.49,2,41,30
5,2,0.04,1,0,140
1,136,2.55,1,142,114
2,38,0.63,1,85,170
30,6,0.09,9,364,39
2,31,0.86,14,56,175
1,22,1.95,2,359,115
1,23,0.69,2,353,224
2,51,1.66,1,1,65
3,19,3.68,4,62,400
3,27,0.57,1,179,325
4,2,0.12,59,254,294
1,34,11.46,1,351,149
1,410,10.1,8,179,57
14,5,0.15,2,364,30
91,3,0.06,1,180,115
2,5,0.17,56,364,833
7,9,0.35,2,53,249
2,41,2.16,1,37,76
5,11,0.2,3,212,65
1,5,0.87,6,364,1000
3,2,0.04,1,0,40
1,45,4.04,15,0,70
1,1,0.06,1,89,95
2,1,0.15,2,327,50
1,20,1.2,2,0,45
2,5,0.14,3,363,62
30,9,0.21,4,0,130
2,18,1.64,15,30,149
28,76,1.98,99,276,205
2,79,2.88,1,13,243
5,145,2.83,1,0,150
1,109,6.42,4,0,75
91,2,0.08,1,0,98
1,24,1.38,10,187,457
4,33,1.68,1,247,120
5,4,0.19,1,260,70
1,46,0.84,5,111,74
3,287,2.31,2,338,95
3,113,2.57,1,320,93
2,4,0.41,1,349,239
2,127,5.55,5,349,120
2,16,2.81,15,100,71
3,3,0.06,5,190,688
2,280,3.37,1,334,250
2,16,0.38,5,358,1800
2,8,0.54,4,172,350
30,63,0.59,5,341,43
1,7,0.93,3,71,78
3,5,0.12,1,0,45
30,3,0.06,1,0,120
30,23,0.55,1,344,50
1,1,1.0,3,123,249
4,29,0.86,1,0,62
2,12,1.66,2,0,215
2,147,2.42,7,127,156
3,17,0.63,1,59,399
1,3,0.62,9,122,150
1,1,0.02,1,0,75
1,39,4.45,2,83,118
2,57,2.28,1,253,139
5,2,0.03,1,0,150
7,16,0.7,4,363,44
30,2,0.24,1,365,120
10,2,0.09,1,0,100
1,21,0.61,11,365,37
1,71,3.82,2,229,31
1,3,0.08,1,0,99
2,9,0.78,1,0,157
30,1,0.59,17,356,134
2,128,1.0,1,364,75
2,10,0.36,2,70,89
1,45,0.87,1,54,155
3,25,3.52,1,57,283
2,150,2.74,1,350,160
3,20,2.63,26,4,55
2,11,0.21,32,220,135
2,112,1.9,1,0,130
2,37,2.07,10,357,78
1,65,3.58,3,318,67
30,9,0.35,1,177,395
4,66,3.79,2,44,89
3,2,0.03,1,0,195
14,1,0.06,1,0,100
2,126,4.02,81,95,128
1,65,4.23,43,97,105
30,1,0.06,26,365,37
91,4,0.22,1,65,50
1,6,0.38,9,290,215
4,1,0.02,284,292,152
30,9,0.31,1,0,149
30,4,0.65,1,173,400
2,10,0.43,260,357,197
3,11,0.22,1,0,180
31,6,0.44,1,332,200
1,28,1.03,33,144,25
1,16,1.84,8,359,35
30,9,0.21,3,7,65
1,6,0.16,1,0,149
3,51,2.55,2,364,99
2,104,1.73,1,331,95
2,19,1.48,1,177,122
2,8,0.74,1,0,150
2,59,1.19,1,0,40
2,14,1.21,1,56,235
2,3,0.08,1,0,199
1,136,5.67,3,80,57
1,63,2.6,20,362,89
1,164,3.86,29,342,155
3,1,0.04,3,304,35
31,46,0.88,1,5,100
2,1,0.11,1,128,250
1,21,2.84,33,359,46
2,39,0.58,1,0,139
30,12,0.96,1,89,325
4,124,1.04,1,0,199
2,8,0.28,1,0,170
1,4,0.56,7,168,114
1,141,4.06,2,297,120
30,6,0.14,6,188,30
2,9,0.37,1,180,250
2,4,0.87,4,360,265
2,5,0.37,3,365,120
3,9,0.55,2,0,50
2,4,0.08,1,0,50
5,59,0.85,1,197,285
2,77,1.98,1,56,621
2,88,2.2,1,30,72
1,16,2.42,34,358,159
1,35,0.87,3,362,1021
1,10,1.35,6,334,999
2,7,0.26,41,0,596
1,23,3.18,1,0,68
30,2,0.05,1,179,99
2,50,5.23,9,164,73
3,4,0.07,2,365,70
30,180,2.9,1,283,80
30,120,1.98,2,245,69
1,71,2.99,2,208,50
3,2,0.07,1,0,200
1,63,2.12,47,345,275
2,63,2.44,1,281,70
2,29,1.22,11,364,59
1,4,0.18,48,193,195
2,145,2.88,1,0,68
1,82,2.78,2,189,100
3,37,2.17,9,250,144
5,4,0.1,1,257,330
1,312,5.09,4,296,149
30,2,0.07,7,365,85
7,40,0.94,1,0,725
30,47,0.74,1,319,95
2,121,2.23,1,55,99
5,5,0.08,2,0,80
1,61,6.16,8,190,138
4,23,0.41,1,229,500
3,32,0.52,2,169,600
30,39,0.45,6,278,99
1,5,3.33,2,0,236
30,138,3.9,7,264,63
4,71,1.33,1,214,425
30,16,0.52,2,303,90
2,10,0.25,1,36,91
2,124,2.49,2,324,60
1,2,0.06,1,0,95
2,400,7.19,9,17,75
2,1,0.03,1,0,300
3,6,2.12,1,62,71
1,323,5.67,4,358,38
30,1,0.12,206,346,143
1,73,1.24,1,0,90
3,3,0.16,1,1,500
2,7,0.31,2,0,69
1,7,0.95,1,0,75
1,11,0.67,1,0,89
1,3,0.12,1,0,60
29,3,0.74,1,306,75
30,40,1.0,2,121,287
2,10,0.43,17,0,250
30,4,0.1,8,335,217
3,2,0.25,127,317,305
1,25,1.5,3,53,200
1,65,1.27,1,0,55
7,28,1.24,13,317,38
3,8,1.74,1,0,41
3,130,3.56,1,0,192
2,13,1.14,1,56,80
30,11,0.2,1,89,357
2,6,0.1,1,0,65
4,20,0.35,5,261,155
1,74,1.43,1,365,68
1,205,3.73,1,170,66
1,3,3.0,8,347,215
28,149,2.73,1,147,96
5,6,0.63,213,332,119
3,7,0.63,1,89,70
2,6,0.11,1,0,70
4,2,0.18,4,190,129
3,21,3.23,2,226,199
7,2,0.04,1,0,105
2,1,0.1,26,185,599
5,67,1.73,5,0,55
3,10,0.26,96,352,41
4,12,0.9,1,3,150
3,160,2.34,2,257,35
2,11,1.58,1,239,574
4,19,0.28,1,179,175
2,33,2.73,2,115,204
3,4,0.51,1,0,39
5,158,5.87,6,59,117
2,115,1.94,1,12,150
2,27,0.86,1,0,175
1,44,1.54,9,159,39
1,8,0.81,2,91,83
1,9,0.64,2,198,115
3,3,0.28,195,0,227
3,142,4.4,1,210,150
2,37,1.77,4,66,100
2,16,0.45,1,0,179
30,5,0.1,2,0,35
1,39,2.68,1,0,38
1,5,0.58,1,84,55
30,73,1.98,2,165,99
7,1,0.02,1,0,46
2,8,0.45,1,0,150
31,27,1.13,2,316,99
1,66,1.11,5,324,30
30,21,1.16,1,0,229
1,53,1.28,1,0,51
30,23,0.36,1,269,190
7,1,0.02,1,121,295
2,10,1.49,1,146,142
1,15,0.48,1,0,140
4,4,0.35,1,0,135
3,2,0.11,24,203,225
3,16,0.69,5,365,65
1,1,0.81,20,0,74
2,29,1.19,1,0,95
1,145,4.02,4,359,44
7,15,1.88,14,291,105
3,83,4.08,1,65,38
1,21,1.5,54,0,50
2,2,0.13,76,76,259
2,9,1.44,8,89,104
1,43,2.89,14,320,130
30,23,0.47,2,80,68
1,2,0.2,6,0,178
2,117,3.86,19,149,78
1,7,0.96,1,87,69
2,4,1.64,2,60,77
3,20,0.29,2,90,135
1,4,1.08,6,352,160
1,79,1.7,7,365,120
1,69,3.76,6,249,89
2,103,2.49,2,339,335
2,2,0.08,1,0,250
1,2,0.04,1,0,50
2,2,0.03,1,0,149
3,3,0.12,23,132,150
1,1,1.0,2,0,99
30,143,3.01,1,25,111
7,2,0.04,1,321,550
1,7,0.38,32,28,80
7,7,0.83,1,0,657
1,70,3.98,1,365,50
5,16,1.51,4,70,147
21,2,0.25,1,88,199
2,158,1.99,2,0,59
3,7,0.47,1,42,75
30,8,0.18,30,365,98
3,2,0.11,6,288,64
3,18,1.17,6,352,338
30,3,0.16,1,363,1250
2,19,0.55,89,184,306
15,56,0.9,2,365,90
2,15,0.82,1,346,110
2,11,0.47,3,0,35
31,7,0.26,1,208,130
2,11,0.31,1,0,125
2,24,0.58,16,80,150
30,39,0.78,3,358,54
2,1,0.2,2,160,159
3,6,0.17,1,0,250
2,1,0.1,55,0,95
1,116,1.46,1,364,91
2,35,1.27,1,0,130
1,138,2.08,3,365,80
1,391,6.63,2,329,148
2,37,6.38,1,135,99
30,48,1.23,19,0,169
2,101,3.33,1,133,150
2,4,4.0,1,165,200
1,48,2.16,2,90,100
1,18,0.47,4,19,90
2,43,1.07,1,347,250
3,30,1.13,1,351,66
5,2,0.12,1,0,125
2,96,3.85,1,156,98
2,20,1.78,39,4,161
1,21,1.09,142,361,167
1,1,1.0,3,323,249
2,58,2.61,1,309,289
2,143,3.79,2,286,265
1,77,2.23,2,0,212
31,62,2.35,9,278,392
4,104,2.05,2,355,115
7,96,3.65,1,118,125
3,5,0.34,40,257,149
3,20,2.26,1,10,54
1,12,1.82,15,365,299
1,36,0.76,2,51,116
2,149,3.02,3,252,175
1,55,2.31,1,0,75
5,22,0.61,1,88,35
1,106,3.93,1,67,113
2,4,0.12,1,0,325
3,35,0.94,1,354,234
30,69,1.35,2,345,176
2,241,3.5,1,87,131
2,122,2.7,3,314,115
4,213,2.9,1,330,48
1,82,3.17,1,2,100
1,40,1.05,7,250,35
30,224,4.96,1,28,77
3,1,0.12,1,90,85
2,83,1.59,10,125,138
3,67,1.54,1,357,74
7,2,0.48,5,137,29
2,55,1.16,2,57,50
3,24,0.45,1,301,150
30,7,0.64,1,342,178
2,5,0.13,1,0,42
1,19,0.39,2,89,999
90,1,0.03,1,364,40
3,27,0.34,7,0,149
3,42,2.03,2,89,200
2,10,0.33,1,72,200
2,207,3.47,5,54,65
2,2,0.32,2,0,65
5,7,0.44,213,324,259
2,58,2.08,4,43,100
2,15,0.25,9,364,553
2,118,2.55,3,291,238
1,540,8.87,1,355,64
30,31,1.16,2,0,49
21,5,0.12,1,0,129
2,33,0.94,2,0,155
1,293,4.06,5,200,44
30,11,0.22,13,365,130
2,18,0.87,3,227,295
1,22,1.85,1,125,104
1,4,0.05,1,0,45
2,8,0.64,5,0,86
1,39,2.43,1,348,179
5,1,0.04,1,0,70
30,132,2.03,1,0,95
2,15,1.18,1,85,238
2,39,1.96,1,111,63
2,25,0.36,7,79,95
1,147,6.93,10,60,74
30,2,0.12,1,0,45
2,1,0.79,1,94,90
1,14,0.32,1,364,66
30,22,0.37,1,0,135
3,1,0.04,14,31,209
1,10,0.71,2,179,400
2,143,2.47,1,357,187
2,5,0.57,1,17,270
3,17,0.15,1,27,155
30,1,0.06,206,311,172
20,13,1.15,1,56,95
30,110,2.95,1,162,103
1,1,0.51,2,166,157
3,9,0.74,2,230,151
30,5,0.2,195,352,693
1,6,0.16,171,256,395
30,22,0.67,1,364,60
2,206,3.64,9,168,60
5,26,1.68,1,0,100
30,3,0.06,2,0,152
3,1,0.01,1,365,1999
7,11,0.38,6,150,48
1,24,2.62,2,0,59
2,7,4.04,1,111,179
2,100,3.58,1,66,69
2,224,3.62,1,261,80
2,32,2.32,3,155,129
2,41,0.96,1,19,200
2,93,2.24,4,0,99
2,245,3.24,1,349,177
30,3,0.11,51,312,62
3,1,0.33,2,88,38
1,84,7.1,1,319,228
1,1,0.14,90,173,340
30,7,0.1,1,337,78
5,2,0.15,1,315,750
5,1,1.0,1,14,185
3,140,1.9,1,337,189
4,16,0.29,13,363,155
1,138,4.15,1,81,41
1,3,3.0,1,78,139
60,1,0.13,1,0,55
1,42,2.89,5,175,93
30,29,0.41,1,246,107
2,4,0.83,9,16,162
30,30,1.61,125,0,229
3,21,0.47,16,354,120
7,261,5.15,1,88,175
30,28,0.37,16,364,185
30,2,0.2,1,89,140
3,8,1.04,5,145,100
1,9,0.35,1,1,25
29,17,1.63,3,0,70
1,62,1.83,12,365,129
5,4,0.43,50,281,23
2,6,0.23,6,365,800
1,14,2.78,2,90,69
4,1,0.03,1,0,225
1,15,1.47,1,317,35
3,1,0.15,1,216,180
1,5,3.13,2,323,50
2,30,1.69,116,340,199
30,3,1.23,1,0,140
7,152,2.18,1,28,90
3,2,0.31,1,0,200
2,16,0.97,7,361,2114
7,4,0.48,33,91,249
2,5,0.42,6,0,12
2,9,0.47,3,87,75
1,130,3.93,1,123,181
2,3,0.16,2,263,750
1,2,0.16,5,178,129
7,3,0.09,1,216,800
28,1,0.45,3,59,70
2,4,0.07,32,266,150
1,1,0.02,1,0,55
1,4,0.07,32,275,140
1,67,0.94,2,358,85
1,12,0.19,2,0,109
2,33,2.14,5,360,75
3,18,1.68,1,365,125
30,40,2.29,1,106,100
5,52,0.76,1,364,70
2,183,3.54,1,20,165
31,112,4.22,3,0,75
3,5,0.51,1,81,150
1,17,1.17,2,314,130
1,110,3.86,4,270,214
2,17,0.7,31,114,400
2,65,1.25,2,14,70
2,35,2.02,116,261,488
5,20,0.56,1,292,80
2,137,2.36,1,155,70
2,336,5.14,7,52,102
2,1,0.03,1,0,600
3,1,0.23,1,0,120
1,227,8.93,1,60,65
2,50,1.22,3,30,35
2,1,0.11,5,0,100
1,67,4.83,2,179,120
2,57,2.51,1,236,80
3,3,0.09,38,347,207
1,6,0.2,233,330,766
2,12,0.17,1,260,350
7,1,0.03,1,0,49
2,152,4.98,1,330,83
1,1,0.15,1,0,40
1,4,0.09,1,0,35
3,29,0.69,8,220,719
2,3,0.41,2,137,120
2,37,1.56,1,90,93
1,35,1.52,9,0,50
20,2,0.21,1,247,180
30,1,0.11,2,0,947
1,48,3.75,1,365,83
1,65,0.62,2,365,95
4,1,0.06,284,334,143
1,34,1.21,9,129,44
3,4,0.18,1,364,180
1,4,0.45,3,90,65
1,3,1.55,3,53,85
3,22,0.47,4,21,109
5,38,0.83,65,8,219
1,266,3.42,1,0,139
3,3,0.5,18,0,140
2,4,0.33,2,0,195
30,50,1.73,3,365,295
1,176,3.57,6,45,99
30,49,1.06,1,294,99
1,43,1.17,9,66,104
2,15,1.17,1,303,100
5,2,0.05,1,0,125
2,183,2.91,2,217,197
5,153,1.3,2,0,200
1,7,0.2,2,362,90
5,4,0.18,1,0,71
2,123,2.36,1,155,99
30,41,1.61,1,89,133
28,358,5.71,4,272,105
7,1,0.15,3,8,285
2,117,2.38,1,334,80
1,2,0.24,1,364,100
2,31,1.87,5,179,25
30,1,0.03,2,178,105
3,2,0.06,1,0,440
2,4,0.08,1,0,350
2,81,1.45,36,362,125
30,8,0.88,1,0,95
3,2,0.22,1,7,79
4,1,0.03,1,0,90
30,2,0.07,12,91,70
2,264,4.43,1,112,62
2,5,0.56,5,180,404
31,148,2.44,7,149,411
1,19,1.83,1,97,75
3,21,1.13,1,214,105
1,5,0.24,1,48,100
1,1,0.09,1,365,280
1,364,7.21,2,24,70
2,1,1.0,3,317,149
2,18,0.61,1,0,65
3,16,1.11,4,323,225
2,1,1.0,9,18,249
2,2,0.12,4,179,84
3,5,0.49,23,282,206
2,4,1.24,39,343,435
3,165,2.17,1,194,140
5,56,1.19,4,269,69
2,206,2.42,1,333,75
5,46,0.74,1,0,161
2,3,0.4,1,359,125
1,50,6.15,4,323,49
1,9,1.39,43,23,75
2,24,1.0,4,0,56
2,5,0.58,5,0,198
1,3,0.1,1,0,225
2,19,0.73,2,109,300
5,1,0.12,2,0,200
2,2,0.2,1,0,140
2,41,2.61,1,156,192
1,2,0.04,1,0,120
1,10,0.36,62,365,65
2,55,1.35,1,166,288
3,2,0.04,2,88,400
2,7,0.27,1,0,95
1,151,9.89,3,338,200
1,5,1.97,56,354,1443
30,13,0.32,1,173,139
2,168,3.63,1,83,159
30,11,0.67,6,365,95
3,8,0.13,2,352,332
1,252,6.64,1,0,123
2,3,1.08,1,84,495
1,2,0.04,3,275,862
1,45,1.88,17,268,781
2,83,1.4,3,9,57
2,12,0.78,4,54,495
1,61,1.72,5,81,89
1,1,0.05,2,60,298
3,73,3.2,5,309,116
4,1,0.07,112,227,600
2,18,1.9,1,169,79
28,8,0.31,1,336,72
3,39,1.68,2,312,1083
3,42,0.48,2,83,206
30,3,0.07,1,0,110
1,25,0.44,2,365,90
2,157,1.92,2,175,190
2,126,4.59,1,102,113
1,7,1.24,55,167,90
2,46,0.61,37,0,212
3,116,1.14,1,0,250
1,58,3.02,1,206,50
90,24,0.28,1,272,60
2,3,0.16,55,0,99
2,14,0.22,2,0,55
2,298,5.64,1,155,96
1,29,2.52,3,280,153
30,1,0.12,2,165,200
1,4,4.0,2,335,143
1,14,1.16,1,363,493
30,4,0.28,36,365,38
1,13,0.81,1,159,155
30,1,0.14,232,177,100
3,23,0.45,2,177,200
30,6,0.2,8,0,120
2,15,1.16,10,326,209
2,6,0.69,1,90,125
2,9,0.32,4,90,50
2,18,1.5,1,104,325
3,2,0.1,7,246,201
1,1,0.08,1,189,120
2,1,0.03,1,0,85
7,5,0.18,87,260,378
2,1,1.0,4,365,49
1,3,0.24,40,174,350
7,5,0.08,1,1,90
3,4,0.69,7,179,100
2,21,1.49,2,164,299
1,40,3.41,2,89,55
1,2,1.82,72,345,162
2,3,0.34,3,0,145
1,45,1.16,9,327,92
1,284,4.94,1,0,69
1,79,1.9,1,67,110
30,13,0.74,23,353,59
3,3,0.33,1,0,130
13,2,0.1,1,0,225
2,1,0.06,10,365,150
1,26,3.21,12,2,31
2,23,1.84,1,178,205
2,2,0.09,1,23,200
2,17,1.73,1,72,225
2,5,0.06,1,0,175
1,8,0.91,5,313,20
6,11,0.28,30,279,320
2,112,2.58,1,243,69
2,6,0.44,1,0,200
2,10,0.25,6,59,219
20,3,0.23,1,0,90
1,339,8.28,1,349,68
3,1,0.03,1,0,350
1,22,0.35,90,304,284
3,12,2.0,1,335,175
12,33,0.51,4,365,165
2,13,1.5,1,336,215
1,12,0.21,2,89,169
1,172,5.82,18,280,132
30,6,0.1,1,0,175
1,41,1.05,2,361,132
28,16,0.78,1,286,55
12,1,0.14,4,363,80
1,27,2.65,7,11,34
1,148,3.93,1,171,120
1,7,5.68,3,83,85
29,14,1.37,3,0,60
2,2,0.2,162,126,240
1,5,0.3,47,2,185
2,101,2.04,2,0,200
30,82,1.55,1,0,89
2,25,0.88,55,0,95
2,136,2.31,47,57,213
1,252,5.36,5,89,75
3,76,4.06,1,291,139
2,19,0.93,1,54,150
1,83,15.09,1,67,97
1,18,1.2,2,83,44
2,68,5.65,12,73,400
3,43,1.02,2,339,125
2,32,1.5,1,0,70
2,71,2.06,1,86,100
2,117,3.28,6,57,74
4,3,0.05,1,0,80
3,3,0.05,1,363,80
2,10,1.06,1,59,140
1,4,0.31,19,365,37
1,8,0.64,1,0,48
1,148,6.18,12,47,110
2,16,1.38,2,26,45
2,1,0.02,1,0,155
1,59,2.08,1,352,135
3,11,3.3,1,111,178
1,37,0.91,22,346,169
1,11,0.22,1,0,67
3,9,0.34,107,284,115
1,3,0.42,171,321,595
3,41,0.76,2,251,169
3,11,1.47,14,344,59
1,22,0.54,90,325,227
2,2,0.05,1,0,79
30,2,0.3,1,205,110
5,11,0.18,1,0,150
2,2,0.29,1,90,85
5,16,0.2,1,0,450
2,13,0.35,1,0,99
2,8,0.17,1,0,229
3,144,2.39,1,281,96
30,14,0.22,1,0,110
3,2,0.23,127,364,205
1,6,0.34,22,0,82
7,1,0.13,1,37,99
2,16,1.5,38,339,104
3,12,0.45,30,278,140
30,4,0.5,2,232,65
2,22,0.87,3,184,500
2,104,0.93,1,250,100
30,7,0.09,52,286,99
2,11,0.21,1,363,90
3,3,0.08,30,0,203
1,78,2.82,1,0,279
2,5,0.08,1,365,67
7,9,0.33,1,0,71
1,160,2.78,1,363,97
2,47,1.88,1,119,250
6,23,0.59,5,0,74
3,100,2.63,1,77,165
3,6,0.12,4,360,55
2,22,3.73,1,72,70
5,9,0.26,1,0,70
15,1,0.02,1,0,92
2,1,0.15,2,89,97
1,249,3.41,3,179,46
2,113,4.73,2,160,121
1,46,2.01,9,1,35
3,30,1.97,83,261,178
2,144,2.98,1,160,117
1,9,0.35,1,0,84
4,3,0.1,1,0,95
3,39,0.68,14,343,149
1,7,0.58,3,0,79
2,68,0.74,14,365,15
1,28,0.47,1,0,65
3,9,0.77,1,27,84
23,1,0.05,1,0,98
5,22,1.59,2,77,88
1,93,5.57,1,31,55
2,1,0.02,1,0,90
1,101,2.34,4,267,139
1,269,6.37,8,167,112
2,6,0.26,3,0,180
3,5,0.09,2,0,300
2,52,2.7,16,43,77
1,10,2.05,1,0,399
3,2,0.04,1,0,41
1,35,7.19,17,185,110
2,1,0.09,1,0,89
4,138,1.47,4,282,229
2,3,0.38,1,5,200
1,20,0.62,59,13,187
30,4,0.17,1,0,150
5,4,0.16,1,0,140
30,12,0.28,1,179,48
3,102,2.74,1,263,150
30,2,0.17,115,1,98
30,2,0.07,1,64,150
1,8,1.92,14,334,52
1,5,0.53,4,196,50
2,9,0.22,1,0,120
10,79,2.78,1,23,242
1,13,1.2,6,0,35
5,77,1.5,1,250,99
30,2,0.85,1,161,270
30,4,3.0,3,86,528
3,185,3.49,1,311,86
30,1,0.1,3,89,175
3,133,2.3,1,87,150
3,93,6.76,1,209,78
1,2,0.06,1,53,75
2,27,0.78,1,72,50
2,141,4.11,81,98,123
2,13,0.73,2,0,193
30,24,0.51,44,365,129
2,90,2.53,1,311,105
1,12,0.18,6,290,57
2,3,0.2,1,39,225
31,14,0.15,1,0,69
30,4,0.12,1,289,121
1,26,1.75,1,166,92
4,2,0.34,55,358,109
3,1,0.07,1,37,149
1,34,2.15,4,350,349
1,1,0.14,2,180,55
30,13,0.28,4,179,120
3,4,0.04,1,253,250
2,15,1.52,1,1,380
3,16,0.57,1,0,85
2,27,1.82,4,361,31
7,5,0.77,2,179,91
3,265,3.32,1,256,150
1,15,4.29,12,31,212
2,6,0.11,1,0,280
5,3,0.06,1,0,45
3,28,1.98,1,76,135
2,13,0.5,47,280,324
1,3,0.15,2,90,50
1,18,0.79,1,365,90
2,2,0.05,1,0,200
3,1,0.22,1,178,400
1,6,0.29,1,0,60
1,151,4.32,1,16,260
3,214,2.32,3,89,55
31,53,1.07,31,355,1000
1,1,0.17,9,0,339
1,4,0.83,1,0,55
30,15,0.13,21,73,30
30,8,0.13,4,262,105
5,36,0.85,1,24,85
2,95,1.36,2,342,225
4,58,0.94,1,106,225
5,2,0.11,1,0,250
1,6,0.62,15,357,145
4,149,1.77,1,242,90
4,51,0.82,1,364,150
2,89,3.01,2,347,461
2,4,0.65,1,322,60
3,42,2.34,4,195,40
1,9,0.58,3,90,140
30,7,0.44,27,183,59
3,12,0.5,1,100,300
2,5,0.2,1,0,77
30,20,0.37,1,164,33
4,2,0.15,1,45,120
1,10,0.88,2,355,233
2,6,0.24,1,16,179
70,3,0.06,1,0,85
3,162,1.44,1,138,35
1,163,10.75,26,310,87
1,174,4.92,7,0,36
1,8,0.46,4,0,75
3,52,1.61,3,14,325
2,35,3.14,1,357,254
5,27,0.74,213,358,119
6,6,0.22,1,278,379
30,27,2.54,2,7,176
30,4,0.15,9,100,115
1,3,0.8,3,0,75
8,18,0.35,1,0,43
5,60,2.4,1,356,76
3,92,1.49,1,0,195
2,192,4.29,6,261,129
2,20,0.7,11,326,393
2,12,3.03,6,59,270
